Dataset,Emotion,File
TESS,Angry,YAF_fall_angry
TESS,Angry,YAF_far_angry
TESS,Angry,YAF_fat_angry
TESS,Angry,YAF_fit_angry
TESS,Angry,YAF_five_angry
TESS,Angry,YAF_food_angry
TESS,Angry,YAF_gap_angry
TESS,Angry,YAF_gas_angry
TESS,Angry,YAF_gaze_angry
TESS,Angry,YAF_germ_angry
TESS,Angry,YAF_get_angry
TESS,Angry,YAF_gin_angry
TESS,Angry,YAF_goal_angry
TESS,Angry,YAF_good_angry
TESS,Angry,YAF_goose_angry
TESS,Angry,YAF_gun_angry
TESS,Angry,YAF_half_angry
TESS,Angry,YAF_hall_angry
TESS,Angry,YAF_hash_angry
TESS,Angry,YAF_hate_angry
TESS,Angry,YAF_have_angry
TESS,Angry,YAF_haze_angry
TESS,Angry,YAF_hire_angry
TESS,Angry,YAF_hit_angry
TESS,Angry,YAF_hole_angry
TESS,Angry,YAF_home_angry
TESS,Angry,YAF_hurl_angry
TESS,Angry,YAF_hush_angry
TESS,Angry,YAF_jail_angry
TESS,Angry,YAF_jar_angry
TESS,Angry,YAF_join_angry
TESS,Angry,YAF_judge_angry
TESS,Angry,YAF_jug_angry
TESS,Angry,YAF_juice_angry
TESS,Angry,YAF_keen_angry
TESS,Angry,YAF_keep_angry
TESS,Angry,YAF_keg_angry
TESS,Angry,YAF_kick_angry
TESS,Angry,YAF_kill_angry
TESS,Angry,YAF_king_angry
TESS,Angry,YAF_kite_angry
TESS,Angry,YAF_knock_angry
TESS,Angry,YAF_late_angry
TESS,Angry,YAF_laud_angry
TESS,Angry,YAF_lean_angry
TESS,Angry,YAF_learn_angry
TESS,Angry,YAF_lease_angry
TESS,Angry,YAF_lid_angry
TESS,Angry,YAF_life_angry
TESS,Angry,YAF_limb_angry
TESS,Angry,YAF_live_angry
TESS,Angry,YAF_loaf_angry
TESS,Angry,YAF_long_angry
TESS,Angry,YAF_lore_angry
TESS,Angry,YAF_lose_angry
TESS,Angry,YAF_lot_angry
TESS,Angry,YAF_love_angry
TESS,Angry,YAF_luck_angry
TESS,Angry,YAF_make_angry
TESS,Angry,YAF_match_angry
TESS,Angry,YAF_merge_angry
TESS,Angry,YAF_mess_angry
TESS,Angry,YAF_met_angry
TESS,Angry,YAF_mill_angry
TESS,Angry,YAF_mob_angry
TESS,Angry,YAF_mode_angry
TESS,Angry,YAF_mood_angry
TESS,Angry,YAF_moon_angry
TESS,Angry,YAF_mop_angry
TESS,Angry,YAF_mouse_angry
TESS,Angry,YAF_nag_angry
TESS,Angry,YAF_name_angry
TESS,Angry,YAF_near_angry
TESS,Angry,YAF_neat_angry
TESS,Angry,YAF_nice_angry
TESS,Angry,YAF_note_angry
TESS,Angry,YAF_numb_angry
TESS,Angry,YAF_pad_angry
TESS,Angry,YAF_page_angry
TESS,Angry,YAF_pain_angry
TESS,Angry,YAF_pass_angry
TESS,Angry,YAF_pearl_angry
TESS,Angry,YAF_peg_angry
TESS,Angry,YAF_perch_angry
TESS,Angry,YAF_phone_angry
TESS,Angry,YAF_pick_angry
TESS,Angry,YAF_pike_angry
TESS,Angry,YAF_pole_angry
TESS,Angry,YAF_pool_angry
TESS,Angry,YAF_puff_angry
TESS,Angry,YAF_rag_angry
TESS,Angry,YAF_raid_angry
TESS,Angry,YAF_rain_angry
TESS,Angry,YAF_raise_angry
TESS,Angry,YAF_rat_angry
TESS,Angry,YAF_reach_angry
TESS,Angry,YAF_read_angry
TESS,Angry,YAF_red_angry
TESS,Angry,YAF_ring_angry
TESS,Angry,YAF_ripe_angry
TESS,Angry,YAF_road_angry
TESS,Angry,YAF_room_angry
TESS,Angry,YAF_rose_angry
TESS,Angry,YAF_rot_angry
TESS,Angry,YAF_rough_angry
TESS,Angry,YAF_rush_angry
TESS,Angry,YAF_said_angry
TESS,Angry,YAF_sail_angry
TESS,Angry,YAF_search_angry
TESS,Angry,YAF_seize_angry
TESS,Angry,YAF_sell_angry
TESS,Angry,YAF_shack_angry
TESS,Angry,YAF_shall_angry
TESS,Angry,YAF_shawl_angry
TESS,Angry,YAF_sheep_angry
TESS,Angry,YAF_shirt_angry
TESS,Angry,YAF_should_angry
TESS,Angry,YAF_shout_angry
TESS,Angry,YAF_size_angry
TESS,Angry,YAF_soap_angry
TESS,Angry,YAF_soup_angry
TESS,Angry,YAF_sour_angry
TESS,Angry,YAF_south_angry
TESS,Angry,YAF_sub_angry
TESS,Angry,YAF_such_angry
TESS,Angry,YAF_sure_angry
TESS,Angry,YAF_take_angry
TESS,Angry,YAF_talk_angry
TESS,Angry,YAF_tape_angry
TESS,Angry,YAF_team_angry
TESS,Angry,YAF_tell_angry
TESS,Angry,YAF_thin_angry
TESS,Angry,YAF_third_angry
TESS,Angry,YAF_thought_angry
TESS,Angry,YAF_thumb_angry
TESS,Angry,YAF_time_angry
TESS,Angry,YAF_tip_angry
TESS,Angry,YAF_tire_angry
TESS,Angry,YAF_ton_angry
TESS,Angry,YAF_tool_angry
TESS,Angry,YAF_tough_angry
TESS,Angry,YAF_turn_angry
TESS,Angry,YAF_vine_angry
TESS,Angry,YAF_voice_angry
TESS,Angry,YAF_void_angry
TESS,Angry,YAF_vote_angry
TESS,Angry,YAF_wag_angry
TESS,Angry,YAF_walk_angry
TESS,Angry,YAF_wash_angry
TESS,Angry,YAF_week_angry
TESS,Angry,YAF_wheat_angry
TESS,Angry,YAF_when_angry
TESS,Angry,YAF_which_angry
TESS,Angry,YAF_whip_angry
TESS,Angry,YAF_white_angry
TESS,Angry,YAF_wife_angry
TESS,Angry,YAF_wire_angry
TESS,Angry,YAF_witch_angry
TESS,Angry,YAF_yearn_angry
TESS,Angry,YAF_yes_angry
TESS,Angry,YAF_young_angry
TESS,Angry,YAF_youth_angry
TESS,Disgust,YAF_back_disgust
TESS,Disgust,YAF_bar_disgust
TESS,Disgust,YAF_base_disgust
TESS,Disgust,YAF_bath_disgust
TESS,Disgust,YAF_bean_disgust
TESS,Disgust,YAF_beg_disgust
TESS,Disgust,YAF_bite_disgust
TESS,Disgust,YAF_boat_disgust
TESS,Disgust,YAF_bone_disgust
TESS,Disgust,YAF_book_disgust
TESS,Disgust,YAF_bought_disgust
TESS,Disgust,YAF_burn_disgust
TESS,Disgust,YAF_cab_disgust
TESS,Disgust,YAF_calm_disgust
TESS,Disgust,YAF_came_disgust
TESS,Disgust,YAF_cause_disgust
TESS,Disgust,YAF_chain_disgust
TESS,Disgust,YAF_chair_disgust
TESS,Disgust,YAF_chalk_disgust
TESS,Disgust,YAF_chat_disgust
TESS,Disgust,YAF_check_disgust
TESS,Disgust,YAF_cheek_disgust
TESS,Disgust,YAF_chief_disgust
TESS,Disgust,YAF_choice_disgust
TESS,Disgust,YAF_cool_disgust
TESS,Disgust,YAF_dab_disgust
TESS,Disgust,YAF_date_disgust
TESS,Disgust,YAF_dead_disgust
TESS,Disgust,YAF_death_disgust
TESS,Disgust,YAF_deep_disgust
TESS,Disgust,YAF_dime_disgust
TESS,Disgust,YAF_dip_disgust
TESS,Disgust,YAF_ditch_disgust
TESS,Disgust,YAF_dodge_disgust
TESS,Disgust,YAF_dog_disgust
TESS,Disgust,YAF_doll_disgust
TESS,Disgust,YAF_door_disgust
TESS,Disgust,YAF_fail_disgust
TESS,Disgust,YAF_fall_disgust
TESS,Disgust,YAF_far_disgust
TESS,Disgust,YAF_fat_disgust
TESS,Disgust,YAF_fit_disgust
TESS,Disgust,YAF_five_disgust
TESS,Disgust,YAF_food_disgust
TESS,Disgust,YAF_gap_disgust
TESS,Disgust,YAF_gas_disgust
TESS,Disgust,YAF_gaze_disgust
TESS,Disgust,YAF_germ_disgust
TESS,Disgust,YAF_get_disgust
TESS,Disgust,YAF_gin_disgust
TESS,Disgust,YAF_goal_disgust
TESS,Disgust,YAF_good_disgust
TESS,Disgust,YAF_goose_disgust
TESS,Disgust,YAF_gun_disgust
TESS,Disgust,YAF_half_disgust
TESS,Disgust,YAF_hall_disgust
TESS,Disgust,YAF_hash_disgust
TESS,Disgust,YAF_hate_disgust
TESS,Disgust,YAF_have_disgust
TESS,Disgust,YAF_haze_disgust
TESS,Disgust,YAF_hire_disgust
TESS,Disgust,YAF_hit_disgust
TESS,Disgust,YAF_hole_disgust
TESS,Disgust,YAF_home_disgust
TESS,Disgust,YAF_hurl_disgust
TESS,Disgust,YAF_hush_disgust
TESS,Disgust,YAF_jail_disgust
TESS,Disgust,YAF_jar_disgust
TESS,Disgust,YAF_join_disgust
TESS,Disgust,YAF_judge_disgust
TESS,Disgust,YAF_jug_disgust
TESS,Disgust,YAF_juice_disgust
TESS,Disgust,YAF_keen_disgust
TESS,Disgust,YAF_keep_disgust
TESS,Disgust,YAF_keg_disgust
TESS,Disgust,YAF_kick_disgust
TESS,Disgust,YAF_kill_disgust
TESS,Disgust,YAF_king_disgust
TESS,Disgust,YAF_kite_disgust
TESS,Disgust,YAF_knock_disgust
TESS,Disgust,YAF_late_disgust
TESS,Disgust,YAF_laud_disgust
TESS,Disgust,YAF_lean_disgust
TESS,Disgust,YAF_learn_disgust
TESS,Disgust,YAF_lease_disgust
TESS,Disgust,YAF_lid_disgust
TESS,Disgust,YAF_life_disgust
TESS,Disgust,YAF_limb_disgust
TESS,Disgust,YAF_live_disgust
TESS,Disgust,YAF_loaf_disgust
TESS,Disgust,YAF_long_disgust
TESS,Disgust,YAF_lore_disgust
TESS,Disgust,YAF_lose_disgust
TESS,Disgust,YAF_lot_disgust
TESS,Disgust,YAF_love_disgust
TESS,Disgust,YAF_luck_disgust
TESS,Disgust,YAF_make_disgust
TESS,Disgust,YAF_match_disgust
TESS,Disgust,YAF_merge_disgust
TESS,Disgust,YAF_mess_disgust
TESS,Disgust,YAF_met_disgust
TESS,Disgust,YAF_mill_disgust
TESS,Disgust,YAF_mob_disgust
TESS,Disgust,YAF_mode_disgust
TESS,Disgust,YAF_mood_disgust
TESS,Disgust,YAF_moon_disgust
TESS,Disgust,YAF_mop_disgust
TESS,Disgust,YAF_mouse_disgust
TESS,Disgust,YAF_nag_disgust
TESS,Disgust,YAF_name_disgust
TESS,Disgust,YAF_near_disgust
TESS,Disgust,YAF_neat_disgust
TESS,Disgust,YAF_nice_disgust
TESS,Disgust,YAF_note_disgust
TESS,Disgust,YAF_numb_disgust
TESS,Disgust,YAF_pad_disgust
TESS,Disgust,YAF_page_disgust
TESS,Disgust,YAF_pain_disgust
TESS,Disgust,YAF_pass_disgust
TESS,Disgust,YAF_pearl_disgust
TESS,Disgust,YAF_peg_disgust
TESS,Disgust,YAF_perch_disgust
TESS,Disgust,YAF_phone_disgust
TESS,Disgust,YAF_pick_disgust
TESS,Disgust,YAF_pike_disgust
TESS,Disgust,YAF_pole_disgust
TESS,Disgust,YAF_pool_disgust
TESS,Disgust,YAF_puff_disgust
TESS,Disgust,YAF_rag_disgust
TESS,Disgust,YAF_raid_disgust
TESS,Disgust,YAF_rain_disgust
TESS,Disgust,YAF_raise_disgust
TESS,Disgust,YAF_rat_disgust
TESS,Disgust,YAF_reach_disgust
TESS,Disgust,YAF_read_disgust
TESS,Disgust,YAF_red_disgust
TESS,Disgust,YAF_ring_disgust
TESS,Disgust,YAF_ripe_disgust
TESS,Disgust,YAF_road_disgust
TESS,Disgust,YAF_room_disgust
TESS,Disgust,YAF_rose_disgust
TESS,Disgust,YAF_rot_disgust
TESS,Disgust,YAF_rough_disgust
TESS,Disgust,YAF_rush_disgust
TESS,Disgust,YAF_said_disgust
TESS,Disgust,YAF_sail_disgust
TESS,Disgust,YAF_search_disgust
TESS,Disgust,YAF_seize_disgust
TESS,Disgust,YAF_sell_disgust
TESS,Disgust,YAF_shack_disgust
TESS,Disgust,YAF_shall_disgust
TESS,Disgust,YAF_shawl_disgust
TESS,Disgust,YAF_sheep_disgust
TESS,Disgust,YAF_shirt_disgust
TESS,Disgust,YAF_should_disgust
TESS,Disgust,YAF_shout_disgust
TESS,Disgust,YAF_size_disgust
TESS,Disgust,YAF_soap_disgust
TESS,Disgust,YAF_soup_disgust
TESS,Disgust,YAF_sour_disgust
TESS,Disgust,YAF_south_disgust
TESS,Disgust,YAF_sub_disgust
TESS,Disgust,YAF_such_disgust
TESS,Disgust,YAF_sure_disgust
TESS,Disgust,YAF_take_disgust
TESS,Disgust,YAF_talk_disgust
TESS,Disgust,YAF_tape_disgust
TESS,Disgust,YAF_team_disgust
TESS,Disgust,YAF_tell_disgust
TESS,Disgust,YAF_thin_disgust
TESS,Disgust,YAF_third_disgust
TESS,Disgust,YAF_thought_disgust
TESS,Disgust,YAF_thumb_disgust
TESS,Disgust,YAF_time_disgust
TESS,Disgust,YAF_tip_disgust
TESS,Disgust,YAF_tire_disgust
TESS,Disgust,YAF_ton_disgust
TESS,Disgust,YAF_tool_disgust
TESS,Disgust,YAF_tough_disgust
TESS,Disgust,YAF_turn_disgust
TESS,Disgust,YAF_vine_disgust
TESS,Disgust,YAF_voice_disgust
TESS,Disgust,YAF_void_disgust
TESS,Disgust,YAF_vote_disgust
TESS,Disgust,YAF_wag_disgust
TESS,Disgust,YAF_walk_disgust
TESS,Disgust,YAF_wash_disgust
TESS,Disgust,YAF_week_disgust
TESS,Disgust,YAF_wheat_disgust
TESS,Disgust,YAF_when_disgust
TESS,Disgust,YAF_which_disgust
TESS,Disgust,YAF_whip_disgust
TESS,Disgust,YAF_white_disgust
TESS,Disgust,YAF_wife_disgust
TESS,Disgust,YAF_wire_disgust
TESS,Disgust,YAF_witch_disgust
TESS,Disgust,YAF_yearn_disgust
TESS,Disgust,YAF_yes_disgust
TESS,Disgust,YAF_young_disgust
TESS,Disgust,YAF_youth_disgust
TESS,Fearful,YAF_back_fear
TESS,Fearful,YAF_bar_fear
TESS,Fearful,YAF_base_fear
TESS,Fearful,YAF_bath_fear
TESS,Fearful,YAF_bean_fear
TESS,Fearful,YAF_beg_fear
TESS,Fearful,YAF_bite_fear
TESS,Fearful,YAF_boat_fear
TESS,Fearful,YAF_bone_fear
TESS,Fearful,YAF_book_fear
TESS,Fearful,YAF_bought_fear
TESS,Fearful,YAF_burn_fear
TESS,Fearful,YAF_cab_fear
TESS,Fearful,YAF_calm_fear
TESS,Fearful,YAF_came_fear
TESS,Fearful,YAF_cause_fear
TESS,Fearful,YAF_chain_fear
TESS,Fearful,YAF_chair_fear
TESS,Fearful,YAF_chalk_fear
TESS,Fearful,YAF_chat_fear
TESS,Fearful,YAF_check_fear
TESS,Fearful,YAF_cheek_fear
TESS,Fearful,YAF_chief_fear
TESS,Fearful,YAF_choice_fear
TESS,Fearful,YAF_cool_fear
TESS,Fearful,YAF_dab_fear
TESS,Fearful,YAF_date_fear
TESS,Fearful,YAF_dead_fear
TESS,Fearful,YAF_death_fear
TESS,Fearful,YAF_deep_fear
TESS,Fearful,YAF_dime_fear
TESS,Fearful,YAF_dip_fear
TESS,Fearful,YAF_ditch_fear
TESS,Fearful,YAF_dodge_fear
TESS,Fearful,YAF_dog_fear
TESS,Fearful,YAF_doll_fear
TESS,Fearful,YAF_door_fear
TESS,Fearful,YAF_fail_fear
TESS,Fearful,YAF_fall_fear
TESS,Fearful,YAF_far_fear
TESS,Fearful,YAF_fat_fear
TESS,Fearful,YAF_fit_fear
TESS,Fearful,YAF_five_fear
TESS,Fearful,YAF_food_fear
TESS,Fearful,YAF_gap_fear
TESS,Fearful,YAF_gas_fear
TESS,Fearful,YAF_gaze_fear
TESS,Fearful,YAF_germ_fear
TESS,Fearful,YAF_get_fear
TESS,Fearful,YAF_gin_fear
TESS,Fearful,YAF_goal_fear
TESS,Fearful,YAF_good_fear
TESS,Fearful,YAF_goose_fear
TESS,Fearful,YAF_gun_fear
TESS,Fearful,YAF_half_fear
TESS,Fearful,YAF_hall_fear
TESS,Fearful,YAF_hash_fear
TESS,Fearful,YAF_hate_fear
TESS,Fearful,YAF_have_fear
TESS,Fearful,YAF_haze_fear
TESS,Fearful,YAF_hire_fear
TESS,Fearful,YAF_hit_fear
TESS,Fearful,YAF_hole_fear
TESS,Fearful,YAF_home_fear
TESS,Fearful,YAF_hurl_fear
TESS,Fearful,YAF_hush_fear
TESS,Fearful,YAF_jail_fear
TESS,Fearful,YAF_jar_fear
TESS,Fearful,YAF_join_fear
TESS,Fearful,YAF_judge_fear
TESS,Fearful,YAF_jug_fear
TESS,Fearful,YAF_juice_fear
TESS,Fearful,YAF_keen_fear
TESS,Fearful,YAF_keep_fear
TESS,Fearful,YAF_keg_fear
TESS,Fearful,YAF_kick_fear
TESS,Fearful,YAF_kill_fear
TESS,Fearful,YAF_king_fear
TESS,Fearful,YAF_kite_fear
TESS,Fearful,YAF_knock_fear
TESS,Fearful,YAF_late_fear
TESS,Fearful,YAF_laud_fear
TESS,Fearful,YAF_lean_fear
TESS,Fearful,YAF_learn_fear
TESS,Fearful,YAF_lease_fear
TESS,Fearful,YAF_lid_fear
TESS,Fearful,YAF_life_fear
TESS,Fearful,YAF_limb_fear
TESS,Fearful,YAF_live_fear
TESS,Fearful,YAF_loaf_fear
TESS,Fearful,YAF_long_fear
TESS,Fearful,YAF_lore_fear
TESS,Fearful,YAF_lose_fear
TESS,Fearful,YAF_lot_fear
TESS,Fearful,YAF_love_fear
TESS,Fearful,YAF_luck_fear
TESS,Fearful,YAF_make_fear
TESS,Fearful,YAF_match_fear
TESS,Fearful,YAF_merge_fear
TESS,Fearful,YAF_mess_fear
TESS,Fearful,YAF_met_fear
TESS,Fearful,YAF_mill_fear
TESS,Fearful,YAF_mob_fear
TESS,Fearful,YAF_mode_fear
TESS,Fearful,YAF_mood_fear
TESS,Fearful,YAF_moon_fear
TESS,Fearful,YAF_mop_fear
TESS,Fearful,YAF_mouse_fear
TESS,Fearful,YAF_nag_fear
TESS,Fearful,YAF_name_fear
TESS,Fearful,YAF_near_fear
TESS,Fearful,YAF_neat_fear
TESS,Fearful,YAF_nice_fear
TESS,Fearful,YAF_note_fear
TESS,Fearful,YAF_numb_fear
TESS,Fearful,YAF_pad_fear
TESS,Fearful,YAF_page_fear
TESS,Fearful,YAF_pain_fear
TESS,Fearful,YAF_pass_fear
TESS,Fearful,YAF_pearl_fear
TESS,Fearful,YAF_peg_fear
TESS,Fearful,YAF_perch_fear
TESS,Fearful,YAF_phone_fear
TESS,Fearful,YAF_pick_fear
TESS,Fearful,YAF_pike_fear
TESS,Fearful,YAF_pole_fear
TESS,Fearful,YAF_pool_fear
TESS,Fearful,YAF_puff_fear
TESS,Fearful,YAF_rag_fear
TESS,Fearful,YAF_raid_fear
TESS,Fearful,YAF_rain_fear
TESS,Fearful,YAF_raise_fear
TESS,Fearful,YAF_rat_fear
TESS,Fearful,YAF_reach_fear
TESS,Fearful,YAF_read_fear
TESS,Fearful,YAF_red_fear
TESS,Fearful,YAF_ring_fear
TESS,Fearful,YAF_ripe_fear
TESS,Fearful,YAF_road_fear
TESS,Fearful,YAF_room_fear
TESS,Fearful,YAF_rose_fear
TESS,Fearful,YAF_rot_fear
TESS,Fearful,YAF_rough_fear
TESS,Fearful,YAF_rush_fear
TESS,Fearful,YAF_said_fear
TESS,Fearful,YAF_sail_fear
TESS,Fearful,YAF_search_fear
TESS,Fearful,YAF_seize_fear
TESS,Fearful,YAF_sell_fear
TESS,Fearful,YAF_shack_fear
TESS,Fearful,YAF_shall_fear
TESS,Fearful,YAF_shawl_fear
TESS,Fearful,YAF_sheep_fear
TESS,Fearful,YAF_shirt_fear
TESS,Fearful,YAF_should_fear
TESS,Fearful,YAF_shout_fear
TESS,Fearful,YAF_size_fear
TESS,Fearful,YAF_soap_fear
TESS,Fearful,YAF_soup_fear
TESS,Fearful,YAF_sour_fear
TESS,Fearful,YAF_south_fear
TESS,Fearful,YAF_sub_fear
TESS,Fearful,YAF_such_fear
TESS,Fearful,YAF_sure_fear
TESS,Fearful,YAF_take_fear
TESS,Fearful,YAF_talk_fear
TESS,Fearful,YAF_tape_fear
TESS,Fearful,YAF_team_fear
TESS,Fearful,YAF_tell_fear
TESS,Fearful,YAF_thin_fear
TESS,Fearful,YAF_third_fear
TESS,Fearful,YAF_thought_fear
TESS,Fearful,YAF_thumb_fear
TESS,Fearful,YAF_time_fear
TESS,Fearful,YAF_tip_fear
TESS,Fearful,YAF_tire_fear
TESS,Fearful,YAF_ton_fear
TESS,Fearful,YAF_tool_fear
TESS,Fearful,YAF_tough_fear
TESS,Fearful,YAF_turn_fear
TESS,Fearful,YAF_vine_fear
TESS,Fearful,YAF_voice_fear
TESS,Fearful,YAF_void_fear
TESS,Fearful,YAF_vote_fear
TESS,Fearful,YAF_wag_fear
TESS,Fearful,YAF_walk_fear
TESS,Fearful,YAF_wash_fear
TESS,Fearful,YAF_week_fear
TESS,Fearful,YAF_wheat_fear
TESS,Fearful,YAF_when_fear
TESS,Fearful,YAF_which_fear
TESS,Fearful,YAF_whip_fear
TESS,Fearful,YAF_white_fear
TESS,Fearful,YAF_wife_fear
TESS,Fearful,YAF_wire_fear
TESS,Fearful,YAF_witch_fear
TESS,Fearful,YAF_yearn_fear
TESS,Fearful,YAF_yes_fear
TESS,Fearful,YAF_young_fear
TESS,Fearful,YAF_youth_fear
TESS,Happy,YAF_back_happy
TESS,Happy,YAF_bar_happy
TESS,Happy,YAF_base_happy
TESS,Happy,YAF_bath_happy
TESS,Happy,YAF_bean_happy
TESS,Happy,YAF_beg_happy
TESS,Happy,YAF_bite_happy
TESS,Happy,YAF_boat_happy
TESS,Happy,YAF_bone_happy
TESS,Happy,YAF_book_happy
TESS,Happy,YAF_bought_happy
TESS,Happy,YAF_burn_happy
TESS,Happy,YAF_cab_happy
TESS,Happy,YAF_calm_happy
TESS,Happy,YAF_came_happy
TESS,Happy,YAF_cause_happy
TESS,Happy,YAF_chain_happy
TESS,Happy,YAF_chair_happy
TESS,Happy,YAF_chalk_happy
TESS,Happy,YAF_chat_happy
TESS,Happy,YAF_check_happy
TESS,Happy,YAF_cheek_happy
TESS,Happy,YAF_chief_happy
TESS,Happy,YAF_choice_happy
TESS,Happy,YAF_cool_happy
TESS,Happy,YAF_dab_happy
TESS,Happy,YAF_date_happy
TESS,Happy,YAF_dead_happy
TESS,Happy,YAF_death_happy
TESS,Happy,YAF_deep_happy
TESS,Happy,YAF_dime_happy
TESS,Happy,YAF_dip_happy
TESS,Happy,YAF_ditch_happy
TESS,Happy,YAF_dodge_happy
TESS,Happy,YAF_dog_happy
TESS,Happy,YAF_doll_happy
TESS,Happy,YAF_door_happy
TESS,Happy,YAF_fail_happy
TESS,Happy,YAF_fall_happy
TESS,Happy,YAF_far_happy
TESS,Happy,YAF_fat_happy
TESS,Happy,YAF_fit_happy
TESS,Happy,YAF_five_happy
TESS,Happy,YAF_food_happy
TESS,Happy,YAF_gap_happy
TESS,Happy,YAF_gas_happy
TESS,Happy,YAF_gaze_happy
TESS,Happy,YAF_germ_happy
TESS,Happy,YAF_get_happy
TESS,Happy,YAF_gin_happy
TESS,Happy,YAF_goal_happy
TESS,Happy,YAF_good_happy
TESS,Happy,YAF_goose_happy
TESS,Happy,YAF_gun_happy
TESS,Happy,YAF_half_happy
TESS,Happy,YAF_hall_happy
TESS,Happy,YAF_hash_happy
TESS,Happy,YAF_hate_happy
TESS,Happy,YAF_have_happy
TESS,Happy,YAF_haze_happy
TESS,Happy,YAF_hire_happy
TESS,Happy,YAF_hit_happy
TESS,Happy,YAF_hole_happy
TESS,Happy,YAF_home_happy
TESS,Happy,YAF_hurl_happy
TESS,Happy,YAF_hush_happy
TESS,Happy,YAF_jail_happy
TESS,Happy,YAF_jar_happy
TESS,Happy,YAF_join_happy
TESS,Happy,YAF_judge_happy
TESS,Happy,YAF_jug_happy
TESS,Happy,YAF_juice_happy
TESS,Happy,YAF_keen_happy
TESS,Happy,YAF_keep_happy
TESS,Happy,YAF_keg_happy
TESS,Happy,YAF_kick_happy
TESS,Happy,YAF_kill_happy
TESS,Happy,YAF_king_happy
TESS,Happy,YAF_kite_happy
TESS,Happy,YAF_knock_happy
TESS,Happy,YAF_late_happy
TESS,Happy,YAF_laud_happy
TESS,Happy,YAF_lean_happy
TESS,Happy,YAF_learn_happy
TESS,Happy,YAF_lease_happy
TESS,Happy,YAF_lid_happy
TESS,Happy,YAF_life_happy
TESS,Happy,YAF_limb_happy
TESS,Happy,YAF_live_happy
TESS,Happy,YAF_loaf_happy
TESS,Happy,YAF_long_happy
TESS,Happy,YAF_lore_happy
TESS,Happy,YAF_lose_happy
TESS,Happy,YAF_lot_happy
TESS,Happy,YAF_love_happy
TESS,Happy,YAF_luck_happy
TESS,Happy,YAF_make_happy
TESS,Happy,YAF_match_happy
TESS,Happy,YAF_merge_happy
TESS,Happy,YAF_mess_happy
TESS,Happy,YAF_met_happy
TESS,Happy,YAF_mill_happy
TESS,Happy,YAF_mob_happy
TESS,Happy,YAF_mode_happy
TESS,Happy,YAF_mood_happy
TESS,Happy,YAF_moon_happy
TESS,Happy,YAF_mop_happy
TESS,Happy,YAF_mouse_happy
TESS,Happy,YAF_nag_happy
TESS,Happy,YAF_name_happy
TESS,Happy,YAF_near_happy
TESS,Happy,YAF_neat_happy
TESS,Happy,YAF_nice_happy
TESS,Happy,YAF_note_happy
TESS,Happy,YAF_numb_happy
TESS,Happy,YAF_pad_happy
TESS,Happy,YAF_page_happy
TESS,Happy,YAF_pain_happy
TESS,Happy,YAF_pass_happy
TESS,Happy,YAF_pearl_happy
TESS,Happy,YAF_peg_happy
TESS,Happy,YAF_perch_happy
TESS,Happy,YAF_phone_happy
TESS,Happy,YAF_pick_happy
TESS,Happy,YAF_pike_happy
TESS,Happy,YAF_pole_happy
TESS,Happy,YAF_pool_happy
TESS,Happy,YAF_puff_happy
TESS,Happy,YAF_rag_happy
TESS,Happy,YAF_raid_happy
TESS,Happy,YAF_rain_happy
TESS,Happy,YAF_raise_happy
TESS,Happy,YAF_rat_happy
TESS,Happy,YAF_reach_happy
TESS,Happy,YAF_read_happy
TESS,Happy,YAF_red_happy
TESS,Happy,YAF_ring_happy
TESS,Happy,YAF_ripe_happy
TESS,Happy,YAF_road_happy
TESS,Happy,YAF_room_happy
TESS,Happy,YAF_rose_happy
TESS,Happy,YAF_rot_happy
TESS,Happy,YAF_rough_happy
TESS,Happy,YAF_rush_happy
TESS,Happy,YAF_said_happy
TESS,Happy,YAF_sail_happy
TESS,Happy,YAF_search_happy
TESS,Happy,YAF_seize_happy
TESS,Happy,YAF_sell_happy
TESS,Happy,YAF_shack_happy
TESS,Happy,YAF_shall_happy
TESS,Happy,YAF_shawl_happy
TESS,Happy,YAF_sheep_happy
TESS,Happy,YAF_shirt_happy
TESS,Happy,YAF_should_happy
TESS,Happy,YAF_shout_happy
TESS,Happy,YAF_size_happy
TESS,Happy,YAF_soap_happy
TESS,Happy,YAF_soup_happy
TESS,Happy,YAF_sour_happy
TESS,Happy,YAF_south_happy
TESS,Happy,YAF_sub_happy
TESS,Happy,YAF_such_happy
TESS,Happy,YAF_sure_happy
TESS,Happy,YAF_take_happy
TESS,Happy,YAF_talk_happy
TESS,Happy,YAF_tape_happy
TESS,Happy,YAF_team_happy
TESS,Happy,YAF_tell_happy
TESS,Happy,YAF_thin_happy
TESS,Happy,YAF_third_happy
TESS,Happy,YAF_thought_happy
TESS,Happy,YAF_thumb_happy
TESS,Happy,YAF_time_happy
TESS,Happy,YAF_tip_happy
TESS,Happy,YAF_tire_happy
TESS,Happy,YAF_ton_happy
TESS,Happy,YAF_tool_happy
TESS,Happy,YAF_tough_happy
TESS,Happy,YAF_turn_happy
TESS,Happy,YAF_vine_happy
TESS,Happy,YAF_voice_happy
TESS,Happy,YAF_void_happy
TESS,Happy,YAF_vote_happy
TESS,Happy,YAF_wag_happy
TESS,Happy,YAF_walk_happy
TESS,Happy,YAF_wash_happy
TESS,Happy,YAF_week_happy
